Redshift alpha error
1.85660000000000 0.236000000000000 1.44500000000000
0.340000000000000 -6.74800000000000 3.91400000000000
1.71010000000000 -1.46500000000000 2.35700000000000
0.769300000000000 2.64700000000000 4.28800000000000
1.18460000000000 -1.51300000000000 2.75400000000000
1.63590000000000 1 1.11000000000000
1.63730000000000 -0.187000000000000 1.02000000000000
1.65740000000000 -0.137000000000000 1.01000000000000
0.762700000000000 0.440000000000000 0.988000000000000
0.970900000000000 -4.48500000000000 4.21600000000000
1.43800000000000 -4.32300000000000 2.57100000000000
0.992500000000000 0.513000000000000 1.23200000000000
2.45470000000000 -2.12200000000000 5.49600000000000
2.41120000000000 -1 0.793000000000000
2.65630000000000 1.07900000000000 1.68900000000000
2.41260000000000 2.42000000000000 2.22000000000000
2.54990000000000 0.895000000000000 0.353000000000000
2.59480000000000 0.574000000000000 0.345000000000000
2.62140000000000 4.26400000000000 2.74400000000000
1.40800000000000 -2.55100000000000 1.11000000000000
1.56320000000000 -2.96700000000000 2.44900000000000
2.03510000000000 8.05700000000000 3.83000000000000
1.35560000000000 -0.405000000000000 0.232000000000000
1.43350000000000 0.139000000000000 2.50000000000000
2.04820000000000 1.40000000000000 0.864000000000000
0.222300000000000 1.26200000000000 3.70300000000000
0.429100000000000 -3.15300000000000 1.50200000000000
2.14120000000000 0.676000000000000 0.359000000000000
1.22520000000000 0.269000000000000 0.895000000000000
1.74750000000000 -0.936000000000000 1.15500000000000
1.95650000000000 1.74000000000000 1.53000000000000
2.65920000000000 -1.53000000000000 1.92000000000000
1.33240000000000 8.23300000000000 5.91500000000000
1.05950000000000 0.372000000000000 0.737000000000000
1.78910000000000 -2.33000000000000 0.495000000000000
1.44290000000000 -1.98000000000000 2.72000000000000
2.77780000000000 -1.13000000000000 0.660000000000000
0.877100000000000 2.15900000000000 2.07100000000000
1.00930000000000 -0.643000000000000 3.28000000000000
1.97210000000000 2.98000000000000 0.847000000000000
1.38610000000000 0.446000000000000 0.693000000000000
1.77610000000000 0.262000000000000 1.32000000000000
1.18680000000000 -0.745000000000000 0.925000000000000
1.20290000000000 0.623000000000000 0.830000000000000
1.55150000000000 -0.669000000000000 0.998000000000000
1.83890000000000 0.612000000000000 0.395000000000000
3.60770000000000 22.9620000000000 16.1340000000000
1.62830000000000 0.886000000000000 1.13000000000000
0.806200000000000 1.73800000000000 1.37300000000000
1.23420000000000 2.27100000000000 1.57100000000000
1.77390000000000 -0.739000000000000 0.784000000000000
1.81970000000000 -0.948000000000000 0.974000000000000
2.36600000000000 3.09000000000000 1.78000000000000
0.790800000000000 1.56100000000000 1.08000000000000
1.33050000000000 2.13700000000000 2.24900000000000
1.94380000000000 0.518000000000000 0.442000000000000
1.32240000000000 -0.965000000000000 1.93000000000000
1.34220000000000 -2.00600000000000 1.44300000000000
1.57890000000000 1.74300000000000 2.71600000000000
1.04960000000000 -1.53800000000000 0.672000000000000
0.756900000000000 2.25300000000000 3.21900000000000
0.830800000000000 1.67200000000000 0.911000000000000
1.02010000000000 -2.21300000000000 1.44200000000000
1.71940000000000 0.485000000000000 0.943000000000000
0.744600000000000 -0.828000000000000 0.542000000000000
1.32530000000000 4.96200000000000 10.6070000000000
1.77650000000000 0.843000000000000 0.448000000000000
1.78630000000000 -0.489000000000000 0.860000000000000
1.91550000000000 0.0150000000000000 0.744000000000000
2.14740000000000 6.44800000000000 8.83100000000000
1.43930000000000 -0.987000000000000 0.568000000000000
1.75290000000000 6.39600000000000 3.25800000000000
1.41870000000000 -2.91900000000000 1.77100000000000
2.01880000000000 0.849000000000000 0.755000000000000
2.45640000000000 -0.903000000000000 1.39000000000000
2.66820000000000 0.199000000000000 0.849000000000000
0.487800000000000 3.58000000000000 2.17000000000000
1.24110000000000 -2.66000000000000 1.20000000000000
0.509700000000000 -0.567000000000000 1.14200000000000
0.660200000000000 -0.0730000000000000 1.83100000000000
1.10200000000000 1.39500000000000 4.03000000000000
1.12920000000000 2.27800000000000 2.76000000000000
1.15950000000000 -2.55700000000000 1.20500000000000
1.58550000000000 -4.50000000000000 2.45600000000000
2.03290000000000 2.44000000000000 1.20000000000000
3.18780000000000 3.41100000000000 1.15300000000000
3.19170000000000 2.23800000000000 4.21700000000000
1.73800000000000 1.31000000000000 0.636000000000000
2.02250000000000 -1.62800000000000 1.24400000000000
2.63780000000000 1.32000000000000 3.33000000000000
2.76860000000000 -0.206000000000000 1.09000000000000
1.61480000000000 4.32000000000000 1.56800000000000
2.13290000000000 -0.470000000000000 2.22200000000000
2.38280000000000 1.17000000000000 0.858000000000000
2.85230000000000 2.08900000000000 0.524000000000000
0.986500000000000 -0.0930000000000000 1.05000000000000
1.05290000000000 1.50000000000000 1.29000000000000
1.15430000000000 -6.25000000000000 4
1.75690000000000 -6.18300000000000 4.30800000000000
2.11260000000000 1.17700000000000 0.858000000000000
2.25330000000000 2.22000000000000 1.12000000000000
2.37980000000000 0.747000000000000 1.51000000000000
1.62700000000000 6.09100000000000 2.70900000000000
0.947800000000000 0.151000000000000 1.30500000000000
0.948300000000000 -2.68600000000000 2.00900000000000
1.01720000000000 -0.525000000000000 0.546000000000000
1.01820000000000 -0.412000000000000 1.04000000000000
1.29700000000000 -1.43500000000000 2.76300000000000
1.92060000000000 0.857000000000000 0.385000000000000
2.07620000000000 0.942000000000000 0.584000000000000
0.786600000000000 -0.557000000000000 1.47900000000000
0.940800000000000 1.69100000000000 1.76200000000000
0.942400000000000 0.988000000000000 1.25000000000000
1.55540000000000 0.945000000000000 0.604000000000000
1.62790000000000 2.30000000000000 0.861000000000000
1.41290000000000 -1.64900000000000 1.78500000000000
1.43340000000000 -4.50700000000000 2.93500000000000
1.45180000000000 1.02400000000000 1.58600000000000
1.63980000000000 -1.48400000000000 2.95700000000000
2.15220000000000 0.525000000000000 0.437000000000000
2.20150000000000 -0.0580000000000000 5.49400000000000
2.28750000000000 0.758000000000000 0.376000000000000
2.17330000000000 4.16000000000000 7.51700000000000
2.57180000000000 -17.2740000000000 6.79900000000000
1.10840000000000 -1.53600000000000 2.52700000000000
1.58990000000000 3.05100000000000 2.26800000000000
2.17130000000000 -0.794000000000000 0.951000000000000
1.79620000000000 0.942000000000000 3.35700000000000
